id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
148	Khadakolob	Хадаколоб	42.231683	46.261819	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский			Khadakolob	avar1256	#009999	#009999	31.01.2022
149	Nukhotkolob	Нухотколоб	42.23195	46.265721	Avar	Avar	East Caucasian		Avar									Nukhotkolob	avar1256	#009999	#009999	31.01.2022
150	Tsurib	Цуриб	42.235	46.8333	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Tsurib	avar1256	#009999	#009999	31.01.2022
151	Gochob	Гочоб	42.2375	46.6642	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Gochob	avar1256	#009999	#009999	31.01.2022
152	Bukhty	Бухты	42.240712	46.985633	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Bukhti	Бухтинский					Bukhty	avar1256	#009999	#009999	31.01.2022
153	Urukh-Sota	Урух-сота	42.24222	46.67694	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Urukh-Sota	avar1256	#009999	#009999	31.01.2022
154	Kosob	Кособ	42.242893	46.368239	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Kosob	avar1256	#009999	#009999	31.01.2022
155	Busutli	Бусутли	42.24512	46.363326	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Busutli	avar1256	#009999	#009999	31.01.2022
156	Shitli	Шитли	42.24574	47.01268	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Sugratl'	Сугратлинский			Shitli	avar1256	#009999	#009999	31.01.2022
157	Shangoda	Шангода	42.246859	47.000153	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Bukhti	Бухтинский			Shangoda	avar1256	#009999	#009999	31.01.2022
158	Magitl'	Магитль	42.248081	46.366738	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Magitl'	avar1256	#009999	#009999	31.01.2022
159	Tsibari	Цибари	42.25213	45.87861	Avar	Avar	East Caucasian		Avar									Tsibari	avar1256	#009999	#009999	31.01.2022
160	Talukh	Талух	42.25652	46.74433	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Lower Karakh	Нижнекарахский			Talukh	avar1256	#009999	#009999	31.01.2022
161	Ikha	Иха	42.256944	45.820075	Avar	Avar	East Caucasian		Avar									Ikha	avar1256	#009999	#009999	31.01.2022
162	Sachada	Сачада	42.258411	46.699595	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Sachada	avar1256	#009999	#009999	31.01.2022
163	Mugurukh	Мугурух	42.26064	46.86533	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский			Mugurukh	avar1256	#009999	#009999	31.01.2022
164	Sumeta	Сумета	42.262025	46.705541	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Sumeta	avar1256	#009999	#009999	31.01.2022
165	Nakazukh	Наказух	42.264594	46.914238	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Sugratl'	Сугратлинский			Nakazukh	avar1256	#009999	#009999	31.01.2022
166	Gidatli	Гидатли	42.266327	46.374506	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Gidatli	avar1256	#009999	#009999	31.01.2022
167	Utlukh	Утлух	42.267533	46.730055	Avar	Avar	East Caucasian		Avar									Utlukh	avar1256	#009999	#009999	31.01.2022
168	Gochada	Гочада	42.272626	46.765272	Avar	Avar	East Caucasian		Avar									Gochada	avar1256	#009999	#009999	31.01.2022
169	Tsulda	Цулда	42.27357	46.72095	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Tsulda	avar1256	#009999	#009999	31.01.2022
170	Tlyarosh	Тлярош	42.275317	46.751805	Avar	Avar	East Caucasian		Avar									Tlyarosh	avar1256	#009999	#009999	31.01.2022
171	Charoda	Чарода	42.2764	46.8019	Avar	Avar	East Caucasian		Avar									Charoda	avar1256	#009999	#009999	31.01.2022
172	Murukh	Мурух	42.27719	46.7715	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Lower Karakh	Нижнекарахский			Murukh	avar1256	#009999	#009999	31.01.2022
173	Gunukh	Гунух	42.28043	46.76307	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Lower Karakh	Нижнекарахский			Gunukh	avar1256	#009999	#009999	31.01.2022
174	Gontlob	Гонтлоб	42.280673	46.726468	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский			Gontlob	avar1256	#009999	#009999	31.01.2022
175	Sogratl'	Согратль	42.2808	46.9914	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Sugratl'	Сугратлинский			Sogratl'	avar1256	#009999	#009999	31.01.2022
176	Obokh	Обох	42.28362	47.03734	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Obokh	Обохский			Obokh	avar1256	#009999	#009999	31.01.2022
177	Gamsutl'	Гамсутль	42.301972	46.996315	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Gamsutl'	Гамсутлинский			Gamsutl'	avar1256	#009999	#009999	31.01.2022
178	Kversatl'	Кверсатль	42.302562	46.392793	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Kversatl'	avar1256	#009999	#009999	31.01.2022
179	Somoda	Сомода	42.30272	46.5368	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Keleb Mixed	Келебский смешанный					Somoda	avar1256	#009999	#009999	31.01.2022
180	Batsada	Бацада	42.3036	46.9092	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Batsada Mixed	Бацадинский смешанный					Batsada	avar1256	#009999	#009999	31.01.2022
181	Kishdatl'	Кишдатль	42.304638	46.342239	Avar	Avar	East Caucasian		Avar									Kishdatl'	avar1256	#009999	#009999	31.01.2022
182	Sshulani	Щулани	42.3067	46.9294	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Shulani Mixed	Шуланибский смешанный					Shulani	avar1256	#009999	#009999	31.01.2022
183	Izta	Изта	42.30889	46.35667	Avar	Avar	East Caucasian		Avar									Izta	avar1256	#009999	#009999	31.01.2022
184	Mikdatl'	Микдатль	42.309412	46.380732	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Mikdatl'	avar1256	#009999	#009999	31.01.2022
185	Tilanib	Тиланиб	42.310964	46.366528	Avar	Avar	East Caucasian		Avar									Tilanib	avar1256	#009999	#009999	31.01.2022
186	Sabda	Сабда	42.311355	46.371346	Avar	Avar	East Caucasian		Avar									Sabda	avar1256	#009999	#009999	31.01.2022
187	Unty	Унты	42.311452	46.944631	Avar	Avar	East Caucasian		Avar									Unty	avar1256	#009999	#009999	31.01.2022
188	Kulla	Кулла	42.31346	46.91014	Avar	Avar	East Caucasian		Avar									Kulla	avar1256	#009999	#009999	31.01.2022
189	Rugel'da	Ругельда	42.3175	46.5244	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Keleb Mixed	Келебский смешанный					Rugel'da	avar1256	#009999	#009999	31.01.2022
190	Chokh	Чох	42.3206	47.0336	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Chokh	Чохский			Chokh	avar1256	#009999	#009999	31.01.2022
191	Urchukh	Урчух	42.325548	46.495518	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Keleb Mixed	Келебский смешанный					Urchukh	avar1256	#009999	#009999	31.01.2022
192	Unkida	Ункида	42.328698	46.885731	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Rugudzha	Ругуджинский			Unkida	avar1256	#009999	#009999	31.01.2022
193	Musrukh	Мусрух	42.32897	46.51614	Avar	Avar	East Caucasian		Avar									Musrukh	avar1256	#009999	#009999	31.01.2022
194	Chuni	Чуни	42.34832	47.30303	Avar	Avar	East Caucasian		Avar									Chuni	avar1256	#009999	#009999	31.01.2022
195	Khopor	Хопор	42.352716	46.937396	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Rugudzha	Ругуджинский			Khopor	avar1256	#009999	#009999	31.01.2022
196	Rugudzha	Ругуджа	42.3606	46.9139	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Rugudzha	Ругуджинский			Rugudzha	avar1256	#009999	#009999	31.01.2022
197	Kommuna	Коммуна	42.3656	46.9686	Avar	Avar	East Caucasian		Avar									Kommuna	avar1256	#009999	#009999	31.01.2022
198	Kudali	Кудали	42.3678	47.0789	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Kudali	avar1256	#009999	#009999	31.01.2022
199	Genta	Гента	42.37001	46.56099	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Genta	avar1256	#009999	#009999	31.01.2022
200	Ravkvatl'	Равкватль	42.372455	46.579617	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Ravkvatl'	avar1256	#009999	#009999	31.01.2022
201	Keger	Кегер	42.3767	47.0275	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Keger	Кегерский			Keger	avar1256	#009999	#009999	31.01.2022
202	Machada	Мачада	42.37839	46.53725	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Machada	avar1256	#009999	#009999	31.01.2022
203	Dagbash	Дагбаш	42.380347	46.351961	Avar	Avar	East Caucasian		Avar									Dagbash	avar1256	#009999	#009999	31.01.2022
204	Urada	Урада	42.3822	46.5617	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Urada	avar1256	#009999	#009999	31.01.2022
205	Silta	Силта	42.38728	47.07127	Avar	Avar	East Caucasian		Avar									Silta	avar1256	#009999	#009999	31.01.2022
206	Gunib	Гуниб	42.388232	46.962258	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Batlukh	Батлухский					Gunib	avar1256	#009999	#009999	31.01.2022
207	Tidib	Тидиб	42.3889	46.5742	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Tidib	avar1256	#009999	#009999	31.01.2022
208	Tlyakh	Тлях	42.389928	46.540021	Avar	Avar	East Caucasian		Avar									Tlyakh	avar1256	#009999	#009999	31.01.2022
209	Metrada	Метрада	42.393034	45.888954	Avar	Avar	East Caucasian		Avar									Metrada	avar1256	#009999	#009999	31.01.2022
210	Khotoda	Хотода	42.39393	46.559446	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Khotoda	avar1256	#009999	#009999	31.01.2022
211	Salta	Салта	42.39589	47.07048	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Salta	avar1256	#009999	#009999	31.01.2022
212	Khuchada	Хучада	42.400235	46.469178	Avar	Avar	East Caucasian		Avar									Khuchada	avar1256	#009999	#009999	31.01.2022
213	Khamagib	Хамагиб	42.402538	46.850422	Avar	Avar	East Caucasian		Avar									Khamagib	avar1256	#009999	#009999	31.01.2022
214	Obonub	Обонуб	42.40556	46.83972	Avar	Avar	East Caucasian		Avar									Obonub	avar1256	#009999	#009999	31.01.2022
215	Enseruda	Энсеруда	42.40611	46.85278	Avar	Avar	East Caucasian		Avar									Enseruda	avar1256	#009999	#009999	31.01.2022
216	Chonob	Чоноб	42.407667	46.853808	Avar	Avar	East Caucasian		Avar									Chonob	avar1256	#009999	#009999	31.01.2022
217	Khotoch	Хоточ	42.408408	46.954024	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Khotoch-Khidan	Хоточ-хиданский			Khotoch	avar1256	#009999	#009999	31.01.2022
218	Egeda	Эгеда	42.409124	46.844276	Avar	Avar	East Caucasian		Avar									Egeda	avar1256	#009999	#009999	31.01.2022
219	Nizhnie Khvarshini	Нижние Хваршини	42.4108	45.8697	Avar	Avar	East Caucasian		Avar									Nizhnie Khvarshini	avar1256	#009999	#009999	31.01.2022
220	Verkhnie Khvarshini	Верхние Хваршини	42.41088	45.84551	Avar	Avar	East Caucasian		Avar									Verkhnie Khvarshini	avar1256	#009999	#009999	31.01.2022
221	Agada	Агада	42.412001	46.841895	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Agada	avar1256	#009999	#009999	31.01.2022
222	Lakhchayda	Лахчайда	42.41345	46.8378	Avar	Avar	East Caucasian		Avar									Lakhchayda	avar1256	#009999	#009999	31.01.2022
223	Rosutl'	Росутль	42.41533	46.8308	Avar	Avar	East Caucasian		Avar									Rosutl'	avar1256	#009999	#009999	31.01.2022
224	Ala	Ала	42.415472	46.837085	Avar	Avar	East Caucasian		Avar									Ala	avar1256	#009999	#009999	31.01.2022
225	Sekh	Сех	42.416094	46.826447	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Sekh	avar1256	#009999	#009999	31.01.2022
226	Ziurib	Зиуриб	42.41789	46.705088	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Gid	Гидский					Ziurib	avar1256	#009999	#009999	31.01.2022
227	Dadulazda	Дадулазда	42.4189	46.80373	Avar	Avar	East Caucasian		Avar									Dadulazda	avar1256	#009999	#009999	31.01.2022
228	Tlogob	Тлогоб	42.4189	46.8153	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Tlogob	avar1256	#009999	#009999	31.01.2022
229	Ivaylazda	Ивайлазда	42.42	46.79917	Avar	Avar	East Caucasian		Avar									Ivaylazda	avar1256	#009999	#009999	31.01.2022
230	Tsamla	Цамла	42.420013	46.841042	Avar	Avar	East Caucasian		Avar									Tsamla	avar1256	#009999	#009999	31.01.2022
231	Mugdab	Мугдаб	42.420445	46.807523	Avar	Avar	East Caucasian		Avar									Mugdab	avar1256	#009999	#009999	31.01.2022
232	Tlezda	Тлезда	42.421358	46.721564	Avar	Avar	East Caucasian		Avar									Tlezda	avar1256	#009999	#009999	31.01.2022
233	Malyy Urala	Малый Урала	42.42216	46.80506	Avar	Avar	East Caucasian		Avar									Malyy Urala	avar1256	#009999	#009999	31.01.2022
234	Kutisha	Кутиша	42.4236	47.2831	Avar	Avar	East Caucasian		Avar									Kutisha	avar1256	#009999	#009999	31.01.2022
235	Mokoda	Мокода	42.42385	46.66963	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Mokoda	avar1256	#009999	#009999	31.01.2022
236	Bol'shoy Urala	Большой Урала	42.424277	46.805844	Avar	Avar	East Caucasian		Avar									Bol'shoy Urala	avar1256	#009999	#009999	31.01.2022
237	Tsalada	Цалада	42.42472	46.81472	Avar	Avar	East Caucasian		Avar									Tsalada	avar1256	#009999	#009999	31.01.2022
238	Genitsurib	Генитсуриб	42.425104	46.705356	Avar	Avar	East Caucasian		Avar									Genitsurib	avar1256	#009999	#009999	31.01.2022
239	Khatsunob	Хатсуноб	42.425999	46.802058	Avar	Avar	East Caucasian		Avar									Khatsunob	avar1256	#009999	#009999	31.01.2022
240	Verkhniy Kolob	Верхний Колоб	42.42614	46.6579	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Verkhniy Kolob	avar1256	#009999	#009999	31.01.2022
241	Kakhib	Кахиб	42.4272	46.5969	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Kakhib	avar1256	#009999	#009999	31.01.2022
242	Khamakal	Хамакал	42.428109	46.674497	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Khamakal	avar1256	#009999	#009999	31.01.2022
243	Balanub	Балануб	42.4284	46.8251	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Balanub	avar1256	#009999	#009999	31.01.2022
244	Teletl'	Телетль	42.4289	46.7317	Avar	Avar	East Caucasian		Avar									Teletl'	avar1256	#009999	#009999	31.01.2022
245	Khebdib	Хебдиб	42.43	46.86	Avar	Avar	East Caucasian		Avar									Khebdib	avar1256	#009999	#009999	31.01.2022
246	Nizhniy Kolob	Нижний Колоб	42.430087	46.659303	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Nizhniy Kolob	avar1256	#009999	#009999	31.01.2022
247	Verkhniy Togokh	Верхний Тогох	42.430206	46.698316	Avar	Avar	East Caucasian		Avar									Verkhniy Togokh	avar1256	#009999	#009999	31.01.2022
248	Kienikh	Киених	42.43056	46.66639	Avar	Avar	East Caucasian		Avar									Kienikh	avar1256	#009999	#009999	31.01.2022
249	Kuker	Кукер	42.43106	46.80982	Avar	Avar	East Caucasian		Avar									Kuker	avar1256	#009999	#009999	31.01.2022
250	Goor	Гоор	42.43339	46.56927	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Goor	avar1256	#009999	#009999	31.01.2022
251	Nizhniy Togokh	Нижний Тогох	42.43381	46.70246	Avar	Avar	East Caucasian		Avar									Nizhniy Togokh	avar1256	#009999	#009999	31.01.2022
252	Mitliurib	Митлиуриб	42.43537	46.68836	Avar	Avar	East Caucasian		Avar									Mitliurib	avar1256	#009999	#009999	31.01.2022
253	Khebda	Хебда	42.443976	46.549984	Avar	Avar	East Caucasian		Avar									Khebda	avar1256	#009999	#009999	31.01.2022
254	Murada	Мурада	42.445422	46.954469	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Murada	avar1256	#009999	#009999	31.01.2022
